Designation,Experience,Salary,No. of Publications,No. of Chapters,Amount of consultancy work,Fund Received,Professional Membership
1,3,201306,9,78,192246,1913262,3
2,20,542850,20,360,1025730,3244160,3
2,22,786962,11,33,1954920,10777789,9
3,36,846192,48,528,1439724,803796,1
1,6,157584,24,276,598878,2508654,3
3,28,680306,9,84,1742972,2325138,4
3,25,571983,66,525,594825,5243991,3
2,10,121900,15,340,822055,3479620,14
3,30,581930,60,660,1551200,2610140,3
3,33,824945,99,957,1032460,10833086,12
2,19,610698,57,237,514890,805001,13
3,25,558350,75,775,819025,6566700,5
3,27,357831,63,603,773136,1687725,13
3,29,231468,48,744,1270132,4101170,4
1,4,276300,40,308,637476,1728000,11
3,40,929133,106,840,1249560,8178133,11
3,40,267426,120,493,1476680,4945720,3
3,35,810763,35,280,748825,9495511,4
3,39,903877,39,793,720681,5630170,4
2,15,243480,7,705,495135,943635,1
2,21,540319,52,241,1951939,1451194,10
1,3,116502,27,21,591783,2710803,4
2,24,267708,36,360,1542624,7071660,1
2,21,330991,94,357,1416723,3628579,3
1,5,202910,20,485,767590,2231315,9
2,11,248044,27,379,649467,2573098,3
3,35,635611,105,991,2307106,5490065,14
1,1,59482,5,80,127323,991690,10
2,7,228907,10,122,698404,1170141,2
3,30,593830,20,320,1038270,2338820,13
2,8,166336,36,232,434524,1670680,2
2,7,202832,3,133,495061,845022,3
3,35,442225,58,303,2279993,4810271,8
2,17,555985,17,459,697442,542844,14
1,3,115482,3,12,255405,2598030,12
3,30,668020,30,440,1181480,655640,7
2,13,227818,65,468,1258166,3238605,9
2,17,271056,85,595,1568913,7115401,1
2,22,226567,44,121,1311860,1637273,6
3,35,702298,58,606,1929981,4658885,3
3,29,703443,29,841,841367,4059545,8
3,26,333874,52,754,933998,7817385,8
3,35,551705,116,805,1106968,8983065,2
2,15,243607,45,292,1428900,1544325,11
2,18,670779,36,846,1334133,5008959,10
1,4,207112,8,136,417600,3416696,6
2,10,178580,15,245,738085,4830925,14
3,29,379890,87,560,1667867,2414008,4
2,12,135816,24,570,443274,1356342,12
2,24,310368,36,672,935604,5582712,7
2,20,420270,50,240,1365660,5085690,6
3,37,258741,49,12,2390594,1324131,13
2,21,330603,94,451,1839180,9813993,4
2,20,278330,40,760,1307800,6085780,9
2,13,311213,58,552,660965,6186927,15
3,28,265944,84,280,1325641,574476,3
2,21,544278,10,178,771981,970441,8
1,2,69278,12,198,353536,561528,14
2,21,238171,73,241,1583074,3113670,14
3,33,423489,22,825,1817101,1999437,5
3,39,845026,91,1066,2556307,10577164,15
1,5,320735,25,195,709175,1993715,12
3,30,434550,10,850,780450,9624480,1
2,12,131670,24,18,485742,4582008,12
1,6,398064,24,318,817122,4387152,6
2,11,341346,11,346,1037850,1273734,6
2,15,339630,7,127,802672,6426367,8
2,7,130567,7,52,205044,1339299,10
3,32,653216,53,277,1089493,6035296,4
2,18,595485,90,351,977499,4840326,10
1,3,214923,12,255,196245,2918370,13
2,17,378182,51,824,429437,6952158,13
2,19,454071,47,655,1858114,1215753,10
2,15,429915,22,450,1004992,4431960,5
3,29,517592,77,696,1920998,4969865,13
2,16,541744,40,88,436376,3053952,15
2,21,263539,94,273,1144185,7393911,9
2,7,236530,21,217,538247,741958,5
3,34,287198,45,589,593209,1234914,7
2,24,354252,108,816,1957248,6436956,2
2,21,329112,94,819,1885485,8618169,5
3,28,487862,18,541,1767845,8982437,5
2,8,167972,8,340,387240,1898128,9
3,37,359405,61,542,1275821,1755378,14
3,32,782986,96,106,1453397,2650965,7
2,23,844537,23,230,1920132,6757388,7
2,12,182022,18,162,912204,4480920,15
2,16,346520,64,184,1472672,7634208,2
3,28,462606,9,382,1585192,5194550,8
2,19,631911,47,465,1047251,7965626,14
2,13,149259,6,539,472855,4169633,12
3,40,586786,66,533,1812880,5534640,2
2,7,203511,31,112,449113,3192227,1
3,29,563692,67,889,1922091,5146456,10
2,23,581911,80,966,1263286,8743300,2
3,32,529152,64,1056,809408,3860704,5
3,29,263967,19,734,959175,4410416,8
2,7,257215,31,35,576156,2254840,4
2,15,553042,67,585,609097,790920,14
2,17,383826,42,790,877123,8262671,1
2,15,324210,45,495,428122,7283122,15
2,11,140387,22,236,920474,3781618,13
1,5,212090,10,180,794905,3277160,7
3,37,548919,86,999,862383,814357,5
3,26,486486,69,476,796570,4138004,10
3,35,839171,35,828,1870983,9537931,4
2,12,278454,48,522,711132,4357518,1
1,6,178050,24,366,373164,406374,9
2,23,493097,23,103,999913,10408086,10
2,21,401845,63,357,1277545,4801051,15
1,2,59528,14,88,269542,1784652,6
2,12,296808,54,150,951282,4550022,6
2,23,480711,34,356,1360668,9112611,6
3,31,541580,62,310,1882123,1173887,15
2,9,216378,13,229,294583,3396352,9
2,8,172676,20,304,214256,2957396,8
2,7,78904,3,161,552398,2600353,14
2,24,479724,108,1008,1557924,4038828,6
3,26,482880,34,78,918476,7833436,9
2,7,189945,7,336,563780,784812,4
1,1,20227,2,89,50680,259683,1
3,28,679280,46,280,675444,8235658,13
2,13,237861,58,533,1150441,5764720,14
3,32,551488,42,714,553301,10184416,7
2,22,426668,44,671,2085710,3397845,14
2,8,91880,40,376,412052,2246428,12
2,21,377664,73,273,800772,3895962,7
3,32,487936,10,42,1689344,9825930,1
2,10,185260,35,135,446900,1183955,8
2,21,662004,52,420,1179549,1174582,4
3,39,735995,39,624,2371005,10074922,9
1,2,133524,2,56,338282,309674,1
3,27,222048,36,360,469575,7673355,3
3,31,228831,72,826,870521,7970379,14
1,1,42521,9,59,108438,126359,14
1,4,220284,32,228,601784,852320,11
3,29,447431,38,879,1827116,4041237,10
3,29,410427,77,251,1861626,2943326,7
3,30,459350,10,270,1311010,1130480,12
2,8,130788,20,232,211476,2861868,4
2,21,226033,73,850,1033273,899692,13
1,6,315750,18,360,1073118,5536818,1
2,24,362772,96,660,1120068,1630968,8
2,22,319319,66,693,1952687,2312596,8
3,39,372489,78,455,1774981,2864849,3
2,18,285048,36,360,520875,942237,4
3,31,213672,20,196,990295,3888784,4
1,1,40028,2,61,139191,122863,6
2,24,828432,120,924,1257408,11874984,9
2,14,388304,63,441,1199779,6923154,8
2,12,261414,54,366,734796,1609584,8
3,28,396592,65,858,1663601,7493565,8
3,37,678641,74,999,1307493,7320622,5
3,28,380949,56,784,1383592,4663213,6
2,17,431145,34,170,636463,2138277,15
2,24,638208,96,1140,1595748,4022184,2
1,6,442908,60,12,682356,5691912,5
3,30,294340,60,80,1761020,9421750,15
3,25,416375,50,708,518700,8224200,12
3,33,801515,77,979,2162105,2804692,3
3,34,441048,102,1065,1033271,8207906,9
3,30,607160,30,930,513060,4067580,15
1,1,27155,5,69,170204,159914,7
3,26,471180,17,277,922740,5259098,14
2,9,292338,40,126,643086,2549317,3
2,24,770316,60,1056,1135836,11716848,7
3,33,314952,11,814,1514909,7164949,1
2,9,304753,18,405,628047,3398233,15
3,31,432233,10,930,965174,8598986,5
3,26,548028,17,147,1316354,1350509,7
1,5,223425,30,440,633945,4715165,15
2,23,708135,80,632,974636,10717287,8
2,16,450472,8,672,745920,4427848,14
2,14,413812,14,217,765639,5414192,12
2,18,217539,9,423,1452735,2009547,11
3,28,596166,84,522,1602346,3162590,7
3,26,608824,78,173,850373,3381941,9
2,24,628548,36,288,1078068,4227036,4
2,13,295685,45,188,797134,477236,4
3,34,605188,56,578,1852399,10620784,14
2,23,328750,57,253,1898638,1931379,8
2,22,363209,44,341,1190794,6443811,3
3,38,459432,101,544,640832,3537369,10
3,38,425055,76,354,1733306,10783082,15
3,30,530910,20,310,1124110,3555910,13
3,25,528066,16,408,1530675,7653850,2
2,10,161595,5,275,600340,2347080,1
3,32,624458,32,896,2013280,3573749,4
3,32,420597,10,714,1173824,4187648,15
1,2,140726,16,10,168644,1009404,12
3,26,597324,17,8,1496863,2936405,8
3,27,354015,72,558,1121922,3010464,11
1,1,64766,6,15,148164,586996,8
2,16,192016,40,584,566528,4136192,14
3,40,421880,40,360,2013253,1249333,1
3,35,302318,35,1120,1014020,11455243,11
2,10,341850,10,440,633165,4796110,13
2,22,800591,99,176,2043107,4358695,8
3,25,557391,58,25,1648966,6179783,9
3,28,232297,28,737,1056878,4115598,1
3,39,874588,91,494,764972,9961068,15
2,18,272187,45,378,540504,549612,2
3,33,488125,66,814,1318317,10703198,9
3,36,382764,60,276,1086936,3748104,4
2,8,114208,40,116,307908,2309364,12
3,28,290042,56,681,656422,821333,14
2,12,145752,48,138,894198,5323704,7
2,13,174187,39,162,1185411,2540629,5
3,28,523068,9,84,1745277,1930870,3
3,39,325026,39,195,2036125,2541149,3
3,31,571950,93,103,1713122,3775862,11
2,12,215010,12,336,358938,1444674,9
1,6,216108,24,276,1016220,2824554,6
3,40,643733,106,333,1971560,7544560,5
2,13,296439,39,448,815659,2770865,15
1,2,52042,4,80,219464,1399002,10
3,29,681036,87,899,1360351,3539266,12
1,2,100472,10,92,393696,1493672,10
2,16,238024,24,64,1194336,1882344,5
2,16,480288,16,584,1108912,4109520,5
3,29,529984,29,754,877849,8360381,13
1,4,261432,8,320,402332,3633864,4
2,15,487702,22,712,1217310,1415797,1
2,18,505971,72,864,985302,3374685,12
3,35,871815,116,641,1548073,8391133,8
2,8,279356,28,284,531416,3473404,8
3,32,213696,10,405,1831424,837237,1
2,14,214459,70,217,1020579,962311,2
3,36,375672,24,828,1144140,4377348,15
2,21,395482,42,567,1869409,9654960,6
1,2,149380,12,22,209464,1995036,1
3,29,615418,96,116,1298088,5889291,4
3,36,885336,60,1068,1532148,11739600,13
2,19,310355,47,342,495985,2175367,12
2,7,250922,31,112,308658,914609,5
1,4,260792,20,244,693952,2475504,9
3,25,485350,66,516,1095650,4545016,13
2,16,354496,32,8,715016,677080,15
2,15,342630,60,690,580365,1001730,11
2,22,322564,22,176,1672572,10181105,3
2,23,273849,46,103,671381,8522006,2
3,30,221650,40,1000,1330820,7047660,11
2,13,479173,39,91,1057524,3319582,12
3,27,667872,18,675,825480,8541882,8
2,24,821136,24,900,715116,5766396,12
2,24,283956,96,264,730140,1613184,2
1,2,135984,4,68,172054,593364,10
3,29,231545,29,560,509172,5850421,15
2,8,153304,4,32,499840,763720,2
3,35,365866,46,840,1386291,2116963,6
1,6,423252,36,414,1033410,3111318,7
2,23,411780,92,103,671531,4227342,1
1,1,59632,8,9,82595,73634,10
2,22,289806,110,88,1057980,1881803,6
2,8,173376,12,364,256552,2344056,12
3,35,576415,35,70,1620255,3892921,7
3,32,704437,42,736,1863850,5924981,12
2,24,768036,96,384,1270620,3047340,12
2,22,312950,99,352,1874312,8033080,8
2,15,274972,37,255,520942,2640217,10
2,20,505060,70,160,1962050,7858520,6
1,2,129476,4,194,307388,530366,13
2,16,515360,64,504,1207648,3100960,12
3,25,431800,16,125,663133,6002800,5
2,15,422617,30,562,596370,4418197,10
1,3,166527,15,183,485988,2136474,11
3,26,532523,52,260,1105658,7958288,5
2,17,215789,59,850,1636598,3087013,4
3,26,276111,86,329,1360597,6750995,11
2,18,284796,27,306,1336599,1147419,8
2,10,140660,10,230,480290,913070,3
3,30,495900,10,370,908340,1522340,2
2,11,111727,5,121,339113,1606550,13
2,21,729645,31,808,598059,3986451,14
3,26,238931,34,407,1263522,5740436,4
2,9,97416,45,400,501633,4265064,15
3,30,238590,20,460,1095820,4270030,2
2,21,607435,42,483,1836670,5476884,1
2,24,583656,108,972,1094964,981408,8
2,18,553896,18,441,887067,649278,5
2,16,500296,32,8,500968,4431496,10
2,23,669829,80,437,724005,6168922,8
2,14,167013,49,679,721462,4915624,13
2,22,640651,99,121,1598003,3107588,5
2,11,288167,44,93,1084875,319962,3
2,23,327566,23,874,1887253,4834726,3
3,37,794945,86,1048,1439670,9350504,1
3,35,278681,35,735,600110,1394820,12
3,38,465563,114,1165,2081627,12391901,2
1,4,215896,32,372,511284,1774632,2
2,21,633297,31,157,1952611,1904395,13
3,30,642650,10,770,947400,6604690,14
3,26,374564,69,624,730712,8002956,3
3,36,617340,120,768,1316412,10422072,1
3,39,821990,52,143,2154620,10866622,3
3,30,506520,90,330,975550,6457840,5
1,3,143577,9,222,264129,1197072,6
2,16,515200,64,16,740288,5800888,3
2,22,646107,88,385,1637834,8102644,14
2,19,449967,95,503,1220693,3085847,11
2,17,361828,8,382,910758,6168382,14
2,12,200904,36,522,624600,2171976,2
1,1,48867,7,58,100050,466500,2
1,2,68806,4,8,257364,782764,8
1,3,196809,27,201,248472,2909775,8
2,20,255290,20,240,794980,3929220,7
2,14,272132,49,84,1208669,6455596,4
3,25,312650,16,291,692916,3295975,10
2,21,256294,42,661,1217853,5487247,11
3,40,295813,133,813,709413,9595293,15
2,15,505192,37,472,1369282,3893527,12
3,39,917254,117,1248,1106248,6903585,8
3,38,645050,114,1076,2110076,6776780,15
1,5,258145,40,45,749265,4204650,15
1,4,279532,32,344,716496,286708,6
3,30,741460,80,800,1805430,5115160,7
2,14,213528,14,203,402241,4422789,6
2,20,661780,80,780,1876290,9064430,4
2,11,228739,38,412,654423,2759625,6
3,34,393244,68,1054,639551,2700178,7
2,9,272160,27,360,868846,1375717,10
3,27,283212,9,774,1393281,4476213,12
2,24,499704,60,312,1799352,3756420,13
2,23,793707,69,195,1928216,10905542,14
3,29,261725,58,29,1134064,7262992,11
1,5,147945,50,105,609705,2810380,8
3,38,602882,114,722,1003035,1739234,13
2,16,183984,56,96,428648,6780096,8
2,12,227328,30,576,501870,1957272,7
2,18,230643,54,270,1172475,8921889,10
3,38,939803,126,316,1427698,868515,2
2,7,192563,14,105,436222,2077376,11
2,10,249070,25,165,457860,2242505,8
3,37,720365,123,937,1126317,5287719,11
3,29,503372,96,261,1041158,8305029,13
2,22,436183,44,935,1560152,4551965,2
3,35,721571,11,665,906605,11566718,5
2,22,420178,88,726,1306272,1998744,3
1,6,205824,54,594,998190,699786,9
3,26,649870,34,294,620498,1841692,12
3,29,696232,87,164,1694054,2734178,5
3,29,270483,87,802,840449,1765288,7
3,31,612735,41,320,1779121,9015637,13
1,1,47510,3,81,63507,585795,10
1,6,170658,6,24,474834,981072,15
2,23,312397,46,1150,784898,9487362,3
3,40,564800,26,1253,1883240,5730026,9
3,31,241283,72,651,1508863,2842400,5
1,5,241945,50,45,616250,1929600,13
2,14,509439,21,553,855561,5018258,5
2,14,510832,70,560,687211,2501156,14
3,26,413044,34,624,852540,459862,7
3,40,430186,120,786,2002440,1429040,4
3,33,470668,55,253,933713,2162325,5
2,16,528368,40,160,702920,4511768,14
2,13,385573,39,110,812409,4161540,2
3,36,255924,48,576,1845516,1093440,5
2,7,138089,17,178,242130,817988,6
2,20,341210,100,50,1539290,9998210,3
3,29,259424,96,860,1632033,9128001,9
3,26,622058,60,17,865063,3609536,6
2,20,620050,40,530,1872350,2336070,14
3,31,344513,62,868,548803,4633745,9
2,23,464956,46,529,805897,4266707,8
3,33,764874,33,528,1531860,1956438,9
2,18,506448,36,567,855072,1883133,14
1,6,244314,48,6,1177014,2977794,13
3,36,686244,84,240,2104872,7514652,4
3,25,172700,83,608,729350,4571958,13
2,14,145047,14,616,1163085,2484783,7
3,32,216394,96,970,1342453,3634026,7
3,37,701285,98,592,1288438,3631513,5
1,5,274000,10,130,639450,1566860,3
2,9,144288,18,409,489163,4327699,5
2,20,484910,40,440,1166900,5341190,1
2,21,263298,63,714,859036,2874291,14
3,26,436470,8,69,1061727,6368162,2
3,27,405603,18,189,452331,1831194,9
3,39,866476,91,39,1455740,1719965,4
3,36,895056,24,528,1692216,3328824,14
3,27,317844,81,36,583632,7660566,3
3,40,642173,80,546,1557680,12364800,9
3,37,690247,12,493,1478914,7762156,5
3,29,347120,58,183,1684291,1815786,6
1,5,313305,30,475,402265,4872905,4
3,37,718515,86,875,2133913,3309748,2
3,25,373575,66,766,1240941,3413966,6
3,31,594084,10,971,1821818,10074111,8
2,22,803011,44,924,1207360,2634786,8
3,29,306075,38,570,1212838,822556,12
2,8,289208,36,124,432532,1690308,14
3,26,326438,52,728,1371240,2154195,6
3,26,439911,26,762,1568042,5257477,12
3,30,320360,50,240,793820,6352610,13
1,1,21557,2,10,115338,788478,8
3,25,345100,41,283,1518241,5285641,7
2,13,197990,32,32,495924,2790066,7
2,19,330486,57,465,860310,7002725,7
1,3,75171,21,180,155583,2441031,11
3,33,420288,11,759,1560185,875446,14
2,11,169862,33,159,449581,336704,5
2,15,455167,30,630,1082647,4015575,7
3,26,388812,69,546,869578,1404858,4
3,33,390379,110,121,993773,1128512,14
2,18,208224,9,504,888642,1628595,7
3,38,391729,25,785,959905,2913472,4
3,37,631466,111,1122,1419135,4422178,6
2,16,438000,40,216,577432,5245088,15
2,24,516564,84,300,1232808,6952656,6
2,18,621117,63,855,1054809,8045631,4
2,23,447246,80,782,1736316,9337965,9
2,14,316876,14,315,632639,3034542,14
1,4,278620,20,220,740636,2658024,9
3,35,516903,70,23,1944810,8592780,2
3,27,374643,72,891,1081035,8195283,7
1,6,161760,60,486,571788,4588980,15
1,4,133364,28,204,605912,1773800,4
3,37,420431,123,875,1795671,11946646,7
1,3,99105,27,48,370800,1461642,6
1,4,244308,12,232,273332,3330336,12
2,7,101206,31,35,335090,860289,6
3,32,449578,106,458,707370,1228138,9
1,4,162924,40,8,641936,2634796,11
3,29,274968,77,821,1581544,1390028,11
1,2,54026,2,124,247468,764292,3
2,19,578635,19,931,787654,608674,13
3,27,222426,54,315,1080450,5167215,15
2,8,134996,36,140,364504,1936792,3
2,13,196332,32,19,494442,824648,7
2,16,331856,48,608,933808,6985816,14
2,20,686930,100,250,1349080,5853480,6
2,16,453712,56,472,1343560,2294384,1
2,15,236407,37,172,1360320,3660262,5
3,40,634986,53,240,2028546,10053000,11
2,11,400372,22,330,735817,1639341,15
2,24,704940,12,324,634392,7486020,4
2,12,255768,24,204,447816,4253508,11
3,30,395520,100,90,777310,5450620,11
3,28,506202,56,65,1736625,7984984,3
1,5,270695,50,280,486855,4570475,10
1,1,31168,9,63,72470,110420,5
2,12,340092,54,528,977130,4702782,10
3,30,650450,50,350,1045740,852140,3
3,35,418436,58,688,781958,7834446,7
2,8,227224,32,316,379720,3368940,6
3,26,342056,69,95,749571,5093902,9
3,25,553325,83,366,943250,975891,13
2,22,340065,66,11,1218129,1513875,5
2,10,155395,35,500,583865,2426120,5
3,35,825451,81,700,1073088,4743025,6
3,34,737086,102,453,1784852,4929297,4
3,33,370095,22,319,995577,6629700,2
3,32,654538,96,181,2052917,1873365,2
2,8,85292,40,224,523460,3922560,4
2,19,305786,57,465,939607,8842134,4
3,35,533178,81,210,2010750,9531725,12
2,7,120743,21,294,640349,995463,15
1,1,73442,6,27,64277,476944,13
3,39,939835,26,702,1008371,3201770,1
2,23,704731,11,701,830645,9448837,6
3,25,218358,41,183,686466,8234133,7
3,29,290870,67,763,991403,4094084,14
3,35,858888,23,501,1447495,3514385,4
2,22,472329,88,1001,1732775,1769108,8
1,5,368740,30,490,459660,357865,2
2,7,223769,3,7,370307,1783197,14
2,9,155583,36,40,344295,1425456,14
2,10,233990,5,195,433250,4061625,7
2,20,277060,70,800,1089860,660780,9
3,27,207450,72,882,797562,8585622,3
2,16,321592,16,544,1397680,4950064,14
3,39,956566,65,663,1614704,9998417,15
2,16,468824,48,344,1032840,4945952,4
2,24,419484,120,900,1447596,6477696,1
2,14,352002,63,399,647262,935487,8
3,38,326876,76,1038,1984208,5469086,6
2,12,215760,18,216,702288,4513014,9
1,5,257640,25,400,711260,3267815,11
2,17,310811,25,306,1321826,3409928,14
3,32,695306,10,416,1318602,2840181,13
2,9,271170,40,261,541449,3382794,7
3,34,739386,102,578,1173997,6662674,12
3,27,433503,72,792,1113480,5365881,9
2,12,198684,30,414,682032,5393880,6
2,9,240903,36,270,713421,1414408,15
3,31,478505,10,310,1008378,5704713,7
2,20,668630,100,200,590030,5522610,6
2,12,141960,48,384,645852,946002,11
3,36,443256,96,1092,1060884,11432904,14
3,35,476910,35,46,1336836,9435288,1
3,32,530645,42,426,971360,2804768,14
1,5,221535,5,280,947275,1240115,15
2,23,371484,115,333,1567691,1022683,2
2,14,410515,35,511,879228,5786508,11
3,34,669392,11,1065,2121146,6864962,13
1,3,115392,18,219,504831,2701587,11
2,7,103439,35,297,567175,2197657,1
2,20,608840,90,150,1595560,9739150,12
3,33,706167,55,462,1919137,9269986,12
3,31,560790,51,692,1469234,4243848,15
3,39,685373,52,819,2484339,8659651,8
2,9,199350,18,441,747081,1102999,8
3,34,306906,90,680,576016,10170828,2
3,27,600696,36,225,1685448,8066745,6
3,29,724787,38,860,906878,9152844,1
2,14,157934,42,525,1087940,4314275,12
2,21,526827,31,987,530092,4581360,13
2,19,263986,9,893,1831191,1693432,15
1,3,103941,21,228,270177,334089,4
3,39,598533,39,598,863551,4949633,7
3,37,919758,12,814,1311452,6857604,11
3,35,709951,93,198,682208,8442898,11
3,33,268961,77,935,1713943,3173467,3
3,27,236007,54,477,652644,5356809,3
2,19,637564,76,522,701660,5722809,8
2,9,112171,13,162,317848,4043758,2
3,25,200866,33,375,1530700,2795133,15
2,13,460395,13,468,1069087,2087696,13
3,28,401202,74,261,1851966,4391426,13
2,14,365596,56,308,1158444,1429862,5
2,15,489450,52,60,464190,1766932,14
3,39,869856,91,39,1828112,1448564,8
1,6,135324,18,24,650496,2358120,6
2,10,182550,35,90,812855,995340,13
2,17,513553,76,42,1540693,6515972,6
2,18,536058,18,207,1416240,7000677,5
1,1,47206,2,100,151723,281863,5
2,21,363174,52,556,1525797,8509872,1
1,1,47539,10,40,155841,906538,13
3,26,392972,86,381,1248320,971637,1
2,14,392833,70,399,480746,1221892,4
1,1,44174,9,1,111663,356453,9
3,31,667388,93,599,792546,7118716,7
3,30,246970,70,310,1626840,4282840,12
2,12,362238,24,408,549852,5804952,9
2,10,280340,5,365,566505,1899840,6
2,16,553680,48,160,1258896,6136216,9
2,20,506640,10,240,1069260,5681090,4
2,22,329670,22,814,1387826,8006394,14
1,5,285830,25,190,911685,1595610,1
1,6,174192,54,54,1054746,2474784,14
3,35,809480,58,980,925703,888615,8
3,32,721888,74,320,1594848,4275274,4
3,40,821520,13,186,1273120,2804986,4
3,31,624092,72,661,858483,8407644,13
3,37,481925,123,222,1894782,6532584,7
2,22,525899,66,836,789349,10968166,1
2,21,645550,52,630,1854751,1011717,15
1,4,162548,24,320,452420,2906468,2
3,30,626670,100,150,1682940,1542090,15
3,26,275071,26,511,533277,3379766,12
3,40,813680,40,186,2340346,3793160,8
2,13,477574,39,578,749508,1789001,5
1,6,340608,18,432,580140,1810068,13
